Time,MotorVoltage,SupplyVoltage,
2701.3126,0.93,11.775,
2701.3168,1.02,11.8,
2701.3208,-1.82,11.825,
2701.3248,-1.22,11.75,
2701.329,1.14,11.75,
2701.3325,1.09,11.8,
2701.3365,1.37,11.875,
2701.3409,1.31,11.9,
2701.3451,-1.57,11.925,
2701.3488,-1.05,11.85,
2701.3528,1.25,11.825,
2701.3528,1.25,11.825,
2701.3568,1.75,11.9,
2701.3609,-1.61,11.925,
2701.365,1.01,11.825,
2701.3685,-1.18,11.825,
2701.3729,1.25,11.95,
2701.3769,1.21,12.1,
2701.3808,-0.12,12.125,
2701.3849,0.36,11.975,
2701.3891,-2.59,11.95,
2701.3932,0.83,12.05,
2701.3972,0.99,12.15,
2701.4012,-2.11,12.1,
2701.4049,-0.61,11.925,
2701.4088,-3.33,11.85,
2701.413,-0.19,12,
2701.413,-0.19,12,
2701.4168,0.59,12.15,
2701.4208,-2.97,12.1,
2701.425,-0.44,11.925,
2701.4288,-3.44,11.85,
2701.4329,0.28,11.9,
2701.4369,0.29,12.075,
2701.4408,1.27,12.125,
2701.4445,1.22,12.175,
2701.4488,-1.94,12.125,
2701.4528,-1.16,11.975,
2701.4565,-0.37,11.925,
2701.4605,-3.39,11.975,
2701.4645,-2.96,11.925,
2701.4685,-5.31,11.85,
2701.4727,-2.52,11.95,
2701.4769,-1.38,12.1,
2701.4808,-5.06,12.15,
2701.4848,-5.67,11.925,
2701.4848,-5.67,11.925,
2701.4885,-6.97,11.725,
2701.4928,-5.29,11.75,
2701.4968,-4.85,11.925,
2701.5005,-3.99,12.075,
2701.5051,-3.41,12.25,
2701.5092,-7.05,12.275,
2701.5124,-7.9,12.15,
2701.5165,-5.42,11.85,
2701.5204,-8.88,11.8,
2701.5248,-6.13,11.725,
2701.529,-5.38,11.725,
2701.5324,-6.71,11.975,
2701.5368,-4.68,12.2,
2701.5409,-8.7,12.175,
2701.5448,-4.87,12,
2701.5448,-4.87,12,
2701.5484,-4.32,11.95,
2701.553,-5.18,12.075,
2701.557,-3.75,12.25,
2701.5608,-3.4,12.275,
2701.5651,-2.96,12.325,
2701.5688,-2.35,12.3,
2701.5724,-3.75,12.125,
2701.5768,-2.26,11.95,
2701.5804,-2.05,12,
2701.5849,-5.29,12.025,
2701.589,-2.35,11.85,
2701.593,-3.16,11.675,
2701.5969,-1.91,11.875,
2701.6006,-1.65,12.075,
2701.6051,-4.83,12,
2701.6089,-1.67,11.75,
2701.6089,-1.67,11.75,
2701.6124,-2.52,11.65,
2701.6168,-1.41,11.8,
2701.6208,-1.27,12.025,
2701.6252,-1.21,12.075,
2701.6288,-2.97,12.075,
2701.6326,-1.87,11.9,
2701.6364,-0.84,11.8,
2701.6415,-0.84,11.9,
2701.6452,-3.96,11.95,
2701.649,-0.18,11.775,
2701.6524,-0.42,11.7,
2701.6565,-1.2,11.75,
2701.6605,-0.21,11.975,
2701.6649,-0.43,12.05,
2701.6684,-0.6,12.05,
2701.6684,-0.6,12.05,
2701.6729,-0.31,11.9,
2701.6768,-1.06,11.8,
2701.6804,-0.12,11.9,
2701.6848,-0.03,12.025,
2701.6888,2.5,12.05,
2701.6924,0.53,11.95,
2701.6969,-0.43,11.85,
2701.7007,0.69,11.875,
2701.7047,2.91,11.975,
2701.7088,1.76,11.875,
2701.7128,1.63,11.8,
2701.7167,1.76,11.85,
2701.7204,1.81,12,
2701.7246,4.41,11.975,
2701.7289,2.47,11.8,
2701.7327,2.43,11.7,
2701.7327,2.43,11.7,
2701.737,0.13,11.8,
2701.7404,2.72,11.925,
2701.7449,4.58,11.875,
2701.7487,3.11,11.675,
2701.7527,2.93,11.55,
2701.7568,0.63,11.775,
2701.7608,3.21,11.875,
2701.7648,4.89,11.875,
2701.7689,3.57,11.65,
2701.7728,3.16,11.5,
2701.7768,0.47,11.625,
2701.7809,3.75,11.85,
2701.7851,1.39,11.8,
2701.7889,3.7,11.625,
2701.7925,3.54,11.5,
2701.7925,3.54,11.5,
2701.7964,3.17,11.525,
2701.8009,0.48,11.675,
2701.8045,3.73,11.825,
2701.8088,-0.35,11.8,
2701.8128,2.7,11.625,
2701.8168,-0.72,11.55,
2701.8204,2.79,11.6,
2701.8248,-1.79,11.65,
2701.8284,2.32,11.45,
2701.8328,2.36,11.275,
2701.8368,-0.94,11.4,
2701.8404,2.37,11.55,
2701.8448,-1.81,11.625,
2701.8488,2.2,11.55,
2701.8528,2.56,11.45,
2701.8528,2.56,11.45,
2701.8568,2.96,11.5,
2701.861,-0.28,11.6,
2701.865,2.91,11.725,
2701.8688,-1.06,11.75,
2701.873,2.87,11.725,
2701.8768,2.87,11.625,
2701.8808,-0.68,11.625,
2701.8849,-2.11,11.7,
2701.8887,1.74,11.725,
2701.8929,2.73,11.7,
2701.8964,3.44,11.625,
2701.9009,-0.07,11.65,
2701.9053,-1.11,11.7,
2701.9088,2.38,11.625,
2701.9129,3.08,11.475,
2701.9164,3.61,11.425,
2701.9164,3.61,11.425,
2701.9212,0.11,11.525,
2701.9251,-1.34,11.625,
2701.9289,2.65,11.45,
2701.9324,2.57,11.325,
2701.9368,2.91,11.275,
2701.9404,-0.22,11.425,
2701.945,-1.29,11.625,
2701.9488,2.17,11.525,
2701.9528,2.6,11.375,
2701.9564,2.34,11.4,
2701.961,-0.57,11.625,
2701.9648,-1.59,11.725,
2701.9687,1.86,11.65,
2701.9729,2.24,11.55,
2701.9764,2.16,11.5,
2701.9764,2.16,11.5,
2701.9804,-0.84,11.65,
2701.985,-1.83,11.725,
2701.9887,1.74,11.675,
2701.9928,1.82,11.55,
2701.9969,2.73,11.55,
2702.0009,-0.69,11.625,
2702.0049,-0.34,11.7,
2702.0088,2.75,11.7,
2702.0125,2.91,11.65,
2702.0164,2.67,11.575,
2702.0208,2.8,11.65,
2702.0251,-0.09,11.725,
2702.0288,2.61,11.625,
2702.033,2.18,11.5,
2702.0364,2.23,11.5,
2702.0408,2.52,11.625,
2702.0408,2.52,11.625,
2702.045,-0.4,11.7,
2702.0488,1.11,11.625,
2702.0524,1.01,11.55,
2702.0564,1.66,11.575,
2702.0608,1.95,11.75,
2702.065,-1.01,11.825,
2702.069,-1.91,11.8,
2702.0724,0.45,11.625,
2702.0768,0.15,11.5,
2702.0808,0.54,11.65,
2702.0848,-2.49,11.75,
2702.0884,-1.05,11.6,
2702.0927,-0.59,11.475,
2702.0968,-0.29,11.675,
2702.1008,-3.17,11.875,
2702.1008,-3.17,11.875,
2702.1048,-3.52,11.9,
2702.1084,-4.87,11.775,
2702.113,-0.38,11.5,
2702.1168,-0.2,11.45,
2702.1204,0.5,11.725,
2702.1248,-2.91,11.775,
2702.1288,-0.07,11.525,
2702.1328,-0.25,11.475,
2702.1368,-0.17,11.65,
2702.1415,0.42,11.9,
2702.1448,-2.79,11.875,
2702.1491,0.54,11.675,
2702.1528,0.28,11.475,
2702.1565,0.45,11.575,
2702.1606,0.3,11.775,
2702.1645,0.9,11.85,
2702.1645,0.9,11.85,
2702.1688,-2.17,11.925,
2702.1729,-0.77,11.75,
2702.1764,-0.25,11.65,
2702.1804,3.11,11.8,
2702.1848,-2.79,11.875,
2702.1885,-3.69,11.55,
2702.1929,-1.05,11.425,
2702.1964,-1.28,11.6,
2702.2005,-0.39,11.85,
2702.2044,-0.14,11.95,
2702.2088,-3.1,11.95,
2702.2128,-1.43,11.675,
2702.2164,-0.9,11.55,
2702.2164,-0.9,11.55,
2702.2209,-0.59,11.675,
2702.225,-0.27,11.85,
2702.2288,-3.43,11.9,
2702.2329,-0.4,11.7,
2702.2364,-0.04,11.575,
2702.241,0,11.8,
2702.2448,0.57,11.9,
2702.2489,-2.49,11.9,
2702.2525,0.35,11.725,
2702.2564,0.38,11.65,
2702.261,0.97,11.85,
2702.2644,1.42,11.9,
2702.2688,-1.5,11.95,
2702.2729,1.88,11.925,
2702.2769,1.85,11.875,
2702.2809,1.71,11.825,
2702.2809,1.71,11.825,
2702.285,3.04,11.85,
2702.2888,-0.44,11.875,
2702.2927,1.96,11.9,
2702.2966,2.82,11.875,
2702.3008,3.17,11.85,
2702.3047,3.23,11.825,
2702.3088,0.21,11.875,
2702.3124,2.54,11.925,
2702.3164,3.41,11.95,
2702.3206,3.63,11.875,
2702.3244,4.25,11.825,
2702.3289,0.86,11.825,
2702.3328,-0.61,11.875,
2702.3368,3.32,11.9,
2702.3406,3.91,11.75,
2702.3406,3.91,11.75,
2702.3448,4.61,11.625,
2702.3488,0.99,11.6,
2702.3528,3.42,11.625,
2702.3568,4.31,11.625,
2702.3607,4.05,11.65,
2702.365,3.79,11.7,
2702.3684,1.04,11.8,
2702.3728,0.14,11.875,
2702.3769,3.34,11.9,
2702.3807,4.21,11.85,
2702.3845,4.51,11.725,
2702.3888,1.02,11.65,
2702.3931,0.08,11.725,
2702.3969,3.55,11.85,
2702.401,4.48,11.775,
2702.4045,4.5,11.65,
2702.4045,4.5,11.65,
2702.4087,1.11,11.6,
2702.4128,0.18,11.675,
2702.4168,3.67,11.825,
2702.4208,4.07,11.775,
2702.4248,4.09,11.675,
2702.4284,0.95,11.65,
2702.4327,-0.4,11.75,
2702.4368,3.83,11.825,
2702.4404,4.17,11.725,
2702.4448,4.07,11.6,
2702.4487,1.51,11.6,
2702.4528,0.24,11.7,
2702.4568,3.56,11.85,
2702.4608,3.24,11.825,
2702.4648,3.7,11.75,
2702.4648,3.7,11.75,
2702.4684,3.99,11.75,
2702.4728,0.68,11.775,
2702.4767,3.11,11.85,
2702.4805,3.04,11.875,
2702.4851,2.34,11.85,
2702.489,-0.15,11.875,
2702.4928,-1.1,11.9,
2702.4968,2.77,11.925,
2702.501,2.92,11.8,
2702.505,3.27,11.725,
2702.509,-0.06,11.725,
2702.5132,-1.02,11.775,
2702.5169,2.94,11.825,
2702.5169,2.94,11.825,
2702.521,3.05,11.75,
2702.525,3.23,11.7,
2702.529,-0.02,11.7,
2702.533,2.78,11.75,
2702.5369,-0.98,11.775,
2702.5409,2.83,11.775,
2702.5449,2.91,11.75,
2702.5489,-0.65,11.7,
2702.5527,2.9,11.7,
2702.5566,-1.14,11.675,
2702.561,2.91,11.7,
2702.5652,3.09,11.7,
2702.5686,2.42,11.675,
2702.5726,2.75,11.7,
2702.577,-0.22,11.775,
2702.5808,2.46,11.825,
2702.5808,2.46,11.825,
2702.5852,2.83,11.8,
2702.5889,-0.69,11.75,
2702.5928,2.41,11.75,
2702.5973,-0.65,11.775,
2702.6006,2.62,11.775,
2702.605,2.69,11.775,
2702.609,-0.79,11.725,
2702.6128,-1.82,11.675,
2702.6166,-3.08,11.675,
2702.6206,0.83,11.65,
2702.625,1.53,11.55,
2702.6292,-2.26,11.5,
2702.6332,2.39,11.525,
2702.6371,-0.31,11.525,
2702.6417,2.33,11.575,
2702.6417,2.33,11.575,
2702.6453,2.67,11.675,
2702.6493,2.69,11.725,
2702.6532,2.21,11.725,
2702.6571,-0.18,11.8,
2702.6612,-1,11.85,
2702.6653,1.9,11.85,
2702.669,2.62,11.8,
2702.673,2.13,11.7,
2702.6769,2.05,11.725,
2702.6811,-0.06,11.8,
2702.685,2.39,11.85,
2702.689,2.2,11.825,
2702.693,3.91,11.775,
2702.6969,2.01,11.725,
2702.7006,-0.07,11.75,
2702.705,2.1,11.825,
2702.7086,2.01,11.85,
2702.7131,3.67,11.8,
2702.7131,3.67,11.8,
2702.717,1.72,11.75,
2702.721,-0.18,11.775,
2702.7253,2.12,11.85,
2702.729,1.81,11.85,
2702.733,1.75,11.825,
2702.7366,1.57,11.85,
2702.7411,-0.04,11.9,
2702.745,1.64,11.925,
2702.749,1.92,11.9,
2702.7529,1.36,11.85,
2702.7569,1.67,11.85,
2702.7607,0.02,11.9,
2702.7653,1.67,11.925,
2702.7653,1.67,11.925,
2702.7689,1.73,11.925,
2702.773,1.41,11.875,
2702.777,1.68,11.9,
2702.7809,0.02,11.925,
2702.785,1.43,11.95,
2702.7886,1.62,11.95,
2702.7929,-1,11.925,
2702.7967,1.5,11.9,
2702.8009,0.1,11.9,
2702.805,1.39,11.9,
2702.8091,1.32,11.9,
2702.8132,1,11.9,
2702.8169,1.39,11.925,
2702.8214,-0.11,11.95,
2702.8253,1.24,11.95,
2702.8253,1.24,11.95,
2702.8292,1.67,11.95,
2702.8331,1.16,11.9,
2702.837,1.21,11.9,
2702.8406,-0.03,11.95,
2702.8449,1.25,11.975,
2702.849,1.31,11.95,
2702.8529,1.14,11.925,
2702.857,1.25,11.925,
2702.861,3.29,11.925,
2702.865,-0.07,11.875,
2702.8689,1.29,11.85,
2702.8726,1.31,11.875,
2702.8769,1,11.9,
2702.8809,-0.95,11.9,
2702.8846,-0.29,11.85,
2702.889,1.36,11.85,
2702.8933,1.22,11.875,
2702.8971,0.73,11.9,
2702.8971,0.73,11.9,
2702.9011,0.97,11.925,
2702.9052,0.05,11.95,
2702.9089,1.1,11.95,
2702.913,1.14,11.95,
2702.9169,1.99,11.925,
2702.9209,1.04,11.9,
2702.9246,-0.06,11.9,
2702.9289,1.33,11.925,
2702.9329,1.07,11.925,
2702.9366,0,11.9,
2702.941,1.12,11.925,
2702.9453,0,11.95,
2702.9486,1.13,11.975,
2702.9529,1.11,11.95,
2702.9569,0.17,11.9,
2702.9612,1.02,11.85,
2702.9652,0.04,11.875,
2702.9691,1.14,11.925,
2702.9726,1.13,11.925,
2702.9726,1.13,11.925,
2702.9769,0.59,11.875,
2702.9809,1.08,11.75,
2702.985,-0.04,11.75,
2702.9889,1.03,11.875,
2702.993,1.04,11.9,
2702.9969,1,11.875,
2703.0009,2.08,11.9,
2703.005,-0.02,11.925,
2703.009,1.09,11.925,
2703.0133,1.1,11.925,
2703.017,1.63,11.875,
2703.0209,0.98,11.9,
2703.0246,-0.06,11.9,
2703.0286,0.91,11.925,
2703.0329,1.21,11.925,
2703.0329,1.21,11.925,
2703.0369,1.06,11.9,
2703.0406,0.77,11.875,
2703.045,0.64,11.95,
2703.0489,0,12,
2703.0529,0.8,12,
2703.0569,1.08,11.925,
2703.061,0.83,11.85,
2703.065,0.81,11.875,
2703.069,0.11,11.95,
2703.0727,2.62,11.975,
2703.077,0.8,11.9,
2703.0809,0.7,11.8,
2703.085,1.06,11.8,
2703.0886,-0.61,11.875,
2703.0926,0.88,11.925,
2703.0969,0.96,11.95,
2703.0969,0.96,11.95,
2703.1009,1.11,11.925,
2703.105,0.92,11.925,
2703.1086,-1.51,11.875,
2703.1126,0.87,11.8,
2703.1169,0.76,11.775,
2703.1209,0.92,11.875,
2703.125,0.89,11.925,
2703.1286,-0.69,11.925,
2703.133,0.92,11.95,
2703.1369,0.94,11.9,
2703.1417,0.99,11.825,
2703.1447,0.95,11.8,
2703.1493,0.06,11.85,
2703.1529,0.85,11.925,
2703.1566,0.84,11.925,
2703.1566,0.84,11.925,
2703.1609,0.85,11.85,
2703.1653,0.81,11.825,
2703.169,0.64,11.875,
2703.1729,0.84,11.95,
2703.1769,0.82,11.925,
2703.1809,0.85,11.825,
2703.1851,0.85,11.8,
2703.1891,0.71,11.875,
2703.1926,0.9,11.95,
2703.1971,0.87,11.95,
2703.2009,0.84,11.85,
2703.205,0.89,11.825,
2703.2089,0.67,11.875,
2703.213,0.69,11.95,
2703.2169,0.84,12,
2703.2211,0.71,11.95,
2703.225,0.82,11.925,
2703.229,1.54,11.925,
2703.233,-0.03,11.95,
2703.233,-0.03,11.95,
2703.2371,0.69,12,
2703.2411,0.63,11.9,
2703.245,0.73,11.775,
2703.2489,0.65,11.75,
2703.2526,-0.54,11.825,
2703.257,0.72,11.925,
2703.2609,0.76,11.95,
2703.2651,0.71,11.9,
2703.269,0.88,11.85,
2703.2729,-0.73,11.85,
2703.2769,0.91,11.925,
2703.2811,0.99,11.9,
2703.2849,0.83,11.825,
2703.2889,1.04,11.775,
2703.2932,0.05,11.7,
2703.2932,0.05,11.7,
2703.2969,0.8,11.75,
2703.3005,0.85,11.875,
2703.3049,0.82,11.9,
2703.3086,2.94,11.825,
2703.3126,0.01,11.625,
2703.3169,0.91,11.55,
2703.321,1,11.725,
2703.325,0.8,11.825,
2703.3289,3.35,11.7,
2703.3328,-0.15,11.475,
2703.3368,0.91,11.4,
2703.3409,0.94,11.625,
2703.3449,0.85,11.8,
2703.3449,0.85,11.8,
2703.3486,0.18,11.725,
2703.3525,-0.03,11.525,
2703.3565,0.94,11.425,
2703.3609,0.99,11.7,
2703.3652,0.94,11.825,
2703.3689,2.15,11.75,
2703.3726,0.82,11.575,
2703.3771,-0.03,11.55,
2703.381,0.71,11.825,
2703.3849,0.99,11.975,
2703.3891,1.73,11.875,
2703.3932,0.82,11.75,
2703.3971,0.03,11.725,
2703.401,0.88,11.925,
2703.4051,0.94,11.95,
2703.4051,0.94,11.95,
2703.4089,1.02,11.9,
2703.4129,0.83,11.875,
2703.4168,0.07,11.9,
2703.4209,0.9,11.95,
2703.425,0.83,11.95,
2703.429,0.44,11.9,
2703.4326,0.83,11.875,
2703.4365,0.09,11.9,
2703.4408,0.89,11.925,
2703.4449,0.83,11.925,
2703.4485,1.41,11.85,
2703.4525,0.59,11.775,
2703.4565,-0.91,11.8,
2703.461,0.83,11.9,
2703.4648,0.82,11.95,
2703.4685,0.36,11.925,
2703.4685,0.36,11.925,
2703.4725,0.76,11.875,
2703.4769,0.15,11.85,
2703.4809,0.84,11.9,
2703.4848,0.8,11.9,
2703.4888,0.88,11.85,
2703.4929,0.88,11.875,
2703.4971,0.02,11.975,
2703.501,0.82,12.025,
2703.5052,0.7,12,
2703.509,1.74,11.925,
2703.5131,0.8,11.825,
2703.5169,0.62,11.825,
2703.5211,0.71,11.95,
2703.5251,0.81,12.025,
2703.5285,1.01,11.975,
2703.5285,1.01,11.975,
2703.5329,0.96,11.925,
2703.5371,0.65,11.9,
2703.5409,1.35,11.925,
2703.5451,0.24,11.95,
2703.5486,1.01,12,
2703.5526,0.39,12,
2703.5566,0.3,12.025,
2703.5605,-0.2,12.025,
2703.5651,0.62,12.025,
2703.5691,0.8,11.975,
2703.573,0.47,11.95,
2703.5769,0.46,11.95,
2703.5811,-0.25,11.975,
2703.5846,0.57,12,
2703.5891,1.29,11.975,
2703.5891,1.29,11.975,
2703.5931,0.59,11.9,
2703.5969,0.69,11.875,
2703.601,0.04,11.95,
2703.6046,0.62,12,
2703.6089,0.35,11.975,
2703.6126,0.48,11.95,
2703.6169,1.93,11.925,
2703.621,0.05,11.825,
2703.6251,0.79,11.775,
2703.6291,0.7,11.875,
2703.633,2.31,11.9,
2703.637,0.59,11.725,
2703.6414,-0.02,11.75,
2703.6414,-0.02,11.75,
2703.6449,0.67,11.925,
2703.6491,2.97,11.95,
2703.6533,0.62,11.8,
2703.6569,0.7,11.675,
2703.6611,0.07,11.775,
2703.6651,0.67,12,
2703.6689,3.37,11.95,
2703.673,0.67,11.625,
2703.6769,0.92,11.55,
2703.681,0.05,11.775,
2703.685,3.26,11.9,
2703.689,0.76,11.525,
2703.6931,0.6,11.375,
2703.6969,0.66,11.675,
2703.701,-0.04,11.95,
2703.7053,2.94,11.95,
2703.7053,2.94,11.95,
2703.709,0.65,11.625,
2703.7126,0.85,11.45,
2703.7166,0.64,11.6,
2703.721,0.61,11.875,
2703.725,0,11.975,
2703.7286,2.63,12,
2703.733,0.58,11.775,
2703.7371,0.7,11.575,
2703.7411,0.61,11.675,
2703.745,0.12,11.925,
2703.749,2.32,11.925,
2703.753,0.64,11.75,
2703.7565,0.69,11.475,
2703.761,0.62,11.55,
2703.765,1.54,11.725,
2703.769,0.65,11.725,
2703.769,0.65,11.725,
2703.773,0.63,11.75,
2703.777,0.69,11.85,
2703.7809,0.63,11.95,
2703.785,2.83,11.85,
2703.789,0.63,11.5,
2703.7931,0.46,11.35,
2703.7969,0.72,11.6,
2703.8009,0.78,11.725,
2703.805,3.33,11.675,
2703.8089,0.75,11.4,
2703.8127,0.49,11.225,
2703.817,0.5,11.375,
2703.8207,0.62,11.725,
2703.825,3.31,11.75,
2703.8291,0.51,11.375,
2703.8291,0.51,11.375,
2703.833,0.45,11.325,
2703.8372,0.79,11.675,
2703.8407,0.4,12,
2703.8447,2.55,12.05,
2703.8489,0.81,11.8,
2703.853,0.61,11.7,
2703.8566,0.28,12.1,
2703.8609,0.69,12.325,
2703.865,1.87,12.225,
2703.869,0.74,11.95,
2703.8734,0.51,11.85,
2703.877,0.52,12.15,
2703.8805,0.76,12.275,
2703.8849,1.66,12.225,
2703.889,0.76,11.95,
2703.8926,0.53,11.825,
2703.8926,0.53,11.825,
2703.897,0.58,12.025,
2703.9006,0.64,12.2,
2703.9053,0.64,12.2,
2703.9086,2.44,12.075,
2703.9126,0.56,11.825,
2703.9166,0.51,11.7,
2703.9209,0.65,11.95,
2703.9253,3.58,11.975,
2703.929,-0.03,11.55,
2703.9329,0.61,11.4,
2703.9369,0.72,11.7,
2703.941,0.71,12,
2703.9445,3.37,11.925,
2703.9488,0.11,11.6,
2703.9526,0.69,11.425,
2703.9526,0.69,11.425,
2703.9568,0.71,11.725,
2703.9605,0.83,11.975,
2703.9646,3.43,11.925,
2703.969,0.07,11.55,
2703.9731,0.48,11.475,
2703.977,0.72,11.875,
2703.981,0.82,12,
2703.9849,3.27,11.875,
2703.9889,0.04,11.575,
2703.9926,0.55,11.45,
2703.9966,0.59,11.75,
2704.0007,0.77,12,
2704.0051,0.71,12,
2704.0051,0.71,12,
2704.0085,2.4,12,
2704.0126,0.69,11.85,
2704.0169,0.75,11.7,
2704.0206,0.66,11.8,
2704.025,0.7,11.95,
2704.029,1.02,12,
2704.033,0.61,11.975,
2704.037,0.71,11.95,
2704.0409,0.72,12,
2704.045,0.59,12.025,
2704.049,0.08,12.025,
2704.053,1.54,12.025,
2704.0571,0.62,11.9,
2704.0611,0.61,11.8,
2704.065,0.64,11.875,
2704.0686,1.8,11.95,
2704.0686,1.8,11.95,
2704.073,-0.22,11.825,
2704.0766,0.68,11.75,
2704.0809,0.63,11.85,
2704.085,0.68,11.95,
2704.089,1.47,11.9,
2704.093,-0.01,11.8,
2704.097,0.66,11.775,
2704.101,0.74,11.875,
2704.105,0.65,11.925,
2704.109,1.31,11.9,
2704.1126,0,11.85,
2704.117,0.73,11.825,
2704.1209,0.67,11.875,
2704.1249,0.67,11.9,
2704.1291,2.95,11.85,
2704.1291,2.95,11.85,
2704.133,0.14,11.725,
2704.1371,0.68,11.675,
2704.1417,1.04,11.8,
2704.1449,0.84,11.85,
2704.1491,3.43,11.775,
2704.1529,-0.16,11.475,
2704.157,0.64,11.375,
2704.1605,0.94,11.525,
2704.1649,0.66,11.725,
2704.1689,3.25,11.625,
2704.173,0.12,11.425,
2704.1768,0.81,11.35,
2704.1809,0.78,11.4,
2704.1849,0.76,11.375,
2704.189,0.5,11.25,
2704.189,0.5,11.25,
2704.193,1.12,11.175,
2704.197,1.21,11.25,
2704.201,1.17,11.275,
2704.205,1.09,11.15,
2704.2089,3.38,11,
2704.2131,0.37,10.9,
2704.2165,1.23,11.075,
2704.221,1.25,11.325,
2704.2249,1.08,11.4,
2704.2289,3.59,11.3,
2704.2326,0.14,11.15,
2704.2366,1.13,11.2,
2704.2406,1.12,11.475,
2704.2406,1.12,11.475,
2704.245,0.98,11.575,
2704.249,3.44,11.525,
2704.253,0.75,11.35,
2704.2565,0.17,11.3,
2704.261,1.09,11.5,
2704.265,0.66,11.75,
2704.269,0.92,11.675,
2704.2727,2.99,11.575,
2704.2767,0.08,11.45,
2704.2806,0.69,11.425,
2704.285,0.86,11.625,
2704.2889,0.71,11.7,
2704.293,3.25,11.6,
2704.297,0.64,11.35,
2704.3009,0.75,11.25,
2704.305,0.86,11.425,
2704.3089,0.81,11.6,
2704.313,0.36,11.55,
2704.3169,0.26,11.3,
2704.3169,0.26,11.3,
2704.3209,1.12,11.225,
2704.3251,1.05,11.45,
2704.3289,1.02,11.625,
2704.333,0.98,11.625,
2704.3369,0.21,11.725,
2704.3409,3.17,11.75,
2704.345,1.3,11.4,
2704.3491,1.29,11.225,
2704.3529,3.93,11.25,
2704.3569,0.41,11.225,
2704.3609,1.29,11.2,
2704.3647,1.3,11.425,
2704.3647,1.3,11.425,
2704.3686,1.48,11.65,
2704.3726,1.23,11.65,
2704.3769,3.94,11.675,
2704.3809,1.31,11.575,
2704.3849,1.3,11.55,
2704.389,1.41,11.625,
2704.393,4.15,11.7,
2704.3971,1.23,11.575,
2704.4011,0.28,11.55,
2704.405,1.64,11.725,
2704.4085,1.31,11.8,
2704.4129,3.68,11.725,
2704.4165,0.16,11.6,
2704.4209,1.34,11.575,
2704.425,1.28,11.625,
2704.4288,1.45,11.725,
2704.4288,1.45,11.725,
2704.4326,2.52,11.725,
2704.4365,1.13,11.575,
2704.4411,1.16,11.55,
2704.4451,1.1,11.625,
2704.4489,1.52,11.75,
2704.453,1.31,11.8,
2704.4569,1.12,11.725,
2704.4609,1.33,11.7,
2704.465,1.38,11.725,
2704.4689,1.26,11.775,
2704.4727,3.71,11.75,
2704.4769,0.18,11.65,
2704.481,0.18,11.6,
2704.485,1.64,11.65,
2704.489,1.62,11.75,
2704.489,1.62,11.75,
2704.4929,3.8,11.725,
2704.4972,1.52,11.525,
2704.5011,0.16,11.475,
2704.5051,1.63,11.575,
2704.5085,1.85,11.725,
2704.5127,3.96,11.725,
2704.5166,2.07,11.475,
2704.5209,0.29,11.375,
2704.5252,2.05,11.475,
2704.5285,2.24,11.65,
2704.533,1.91,11.675,
2704.5369,4.33,11.625,
2704.541,0.71,11.425,
2704.541,0.71,11.425,
2704.545,2.58,11.3,
2704.5486,2.7,11.35,
2704.5527,4.92,11.525,
2704.5569,1.31,11.3,
2704.561,3.21,11.2,
2704.5646,3.07,11.325,
2704.569,3.19,11.525,
2704.573,3.06,11.55,
2704.5771,5.34,11.5,
2704.581,3.87,11.225,
2704.585,3.73,11.15,
2704.5886,3.92,11.25,
2704.593,3.19,11.5,
2704.597,5.93,11.475,
2704.601,4.42,11.25,
2704.6051,1.81,11.2,
2704.6051,1.81,11.2,
2704.6089,4.54,11.45,
2704.613,4.18,11.6,
2704.617,6.52,11.45,
2704.6206,5.23,11.15,
2704.6248,2.48,11.075,
2704.6286,5.12,11.275,
2704.6331,4.64,11.55,
2704.637,6.78,11.45,
2704.6425,6.17,11.15,
2704.645,2.89,11.075,
2704.6485,6.02,11.375,
2704.653,5.71,11.575,
2704.6565,7.71,11.5,
2704.661,3.38,11.2,
2704.665,3.19,11.125,
2704.665,3.19,11.125,
2704.669,7.13,11.35,
2704.6726,6.09,11.55,
2704.6769,8.22,11.45,
2704.681,7.95,11.175,
2704.6849,4.2,11.075,
2704.689,7.79,11.275,
2704.693,6.91,11.55,
2704.6969,6.68,11.55,
2704.7011,6.35,11.55,
2704.7046,9.16,11.625,
2704.709,6.52,11.425,
2704.713,6.01,11.325,
2704.7167,9.34,11.45,
2704.721,6.1,11.35,
2704.7245,4.29,11.275,
2704.729,5.91,11.5,
2704.733,5.44,11.875,
2704.737,8.36,11.85,
2704.741,5.02,11.575,
2704.741,5.02,11.575,
2704.745,3.26,11.5,
2704.749,4.44,11.65,
2704.753,4.03,11.975,
2704.757,7.24,11.925,
2704.761,4.11,11.675,
2704.765,3.12,11.6,
2704.769,3.71,11.675,
2704.773,3.48,11.95,
2704.7769,6.56,11.95,
2704.781,3.63,11.675,
2704.7851,3.42,11.6,
2704.789,2.65,11.725,
2704.7932,3.19,12,
2704.797,6.13,12,
2704.801,3.05,11.75,
2704.801,3.05,11.75,
2704.8051,2.84,11.65,
2704.8087,2.14,11.725,
2704.8131,2.72,12,
2704.817,5.65,12,
2704.8205,2.33,11.7,
2704.825,2.34,11.6,
2704.8291,1.55,11.725,
2704.833,2.18,12,
2704.8371,5.17,11.975,
2704.841,1.84,11.8,
